512507	-121.5840455	36.97960663
512508	-121.5788238	37.00476235
512602	-121.5164797	37.0101001
512601	-121.5669173	37.01114252
512506	-121.5817118	37.02296523
512505	-121.5924792	37.0246084
512503	-121.6239006	37.02977547
512200	-121.7075724	37.05026023
512401	-121.6071722	37.06168055
512402	-121.571146	37.09594417
512307	-121.6366755	37.0996418
512305	-121.6769738	37.12302435
512306	-121.6591692	37.12316783
512309	-121.6086401	37.13001264
512304	-121.6482869	37.13555042
512308	-121.6256703	37.15226592
511800	-121.9234516	37.16021558
512100	-121.7176824	37.18268823
511909	-121.8579654	37.19245073
511911	-121.8109434	37.1986403
511912	-121.8342131	37.20568049
507002	-121.9496237	37.20990949
511910	-121.8694144	37.21291739
511905	-121.8581869	37.21459495
511907	-121.8542036	37.21967223
507001	-121.9934951	37.22122891
512035	-121.7614088	37.22348699
511913	-121.8912595	37.22751303
506900	-121.9321756	37.22763313
512034	-121.7707859	37.22932999
511914	-121.8770719	37.23053646
512031	-121.8102162	37.23141747
512030	-121.8242023	37.23264121
512032	-121.7824185	37.23286296
507100	-121.9751491	37.23626898
507302	-122.0290441	37.23835735
512033	-121.7965164	37.2390069
512014	-121.8351104	37.23914037
511901	-121.8914915	37.23950793
506804	-121.9339748	37.23974405
512028	-121.8182388	37.24068192
512700	-121.5144652	37.24084451
512015	-121.8445369	37.24102037
512002	-121.7732688	37.24149207
506801	-121.9564963	37.24231217
506803	-121.9144072	37.24289356
507206	-121.9854312	37.24378861
512016	-121.8602913	37.24528186
506802	-121.9360943	37.24698277
512029	-121.8159695	37.2476355
502906	-121.9014747	37.2477851
507203	-121.9645749	37.2513443
502910	-121.8837202	37.25138144
512027	-121.8587693	37.25296532
512023	-121.8243198	37.25501006
512022	-121.810875	37.25510667
502800	-121.9231363	37.25586903
502909	-121.8874537	37.25649946
512001	-121.768523	37.25727626
507205	-121.9812592	37.25773909
502702	-121.9427151	37.25823832
507301	-122.0078646	37.25904691
502908	-121.9087134	37.25928604
512026	-121.8379187	37.25939546
512025	-121.8521342	37.26021078
512024	-121.8672005	37.26050156
512018	-121.8084529	37.26329976
502907	-121.8972709	37.26331398
512021	-121.823441	37.2637586
506703	-121.9668864	37.26480585
503003	-121.8850279	37.26743964
512005	-121.8655519	37.27006598
506701	-121.9793995	37.27072095
512019	-121.8457257	37.27072933
502701	-121.9376793	37.27094361
507600	-122.0525909	37.27120146
502901	-121.9270378	37.27139466
512020	-121.8360207	37.27210723
512017	-121.8167773	37.27307937
502902	-121.9156653	37.27357086
506702	-121.962555	37.27436777
507500	-122.023889	37.27440645
503002	-121.8872987	37.27685243
503116	-121.8532498	37.27768383
502903	-121.9050493	37.27792912
613800	-122.3024409	37.27812558
506502	-121.9481657	37.27847653
503218	-121.8298546	37.28048737
503208	-121.8155352	37.28059751
506604	-121.9867403	37.28087028
507402	-121.9995009	37.28192877
506603	-121.9693528	37.28226738
503328	-121.7718217	37.2823912
503108	-121.8737737	37.28351821
503320	-121.7414227	37.28359586
503001	-121.8919913	37.28402388
